UUID,legislative_body,bill_number,status,status_date,title,description,legiscan_url,last_action
US-SB209,US,SB209,Introduced,2025-01-23,Protecting Minors from Medical Malpractice Act of 2025,A bill to protect children from medical malpractice in the form of gender-transition procedures.,https://legiscan.com/US/bill/SB209/2025,Read twice and referred to the Committee on the Judiciary.
US-SB210,US,SB210,Introduced,2025-01-23,SWAG Act Stop Wasteful Advertising by the Government Act,"A bill to prohibit agencies from using Federal funds for publicity or propaganda purposes, and for other purposes.",https://legiscan.com/US/bill/SB210/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB211,US,SB211,Introduced,2025-01-23,Resiliency for Ranching and Natural Conservation Health Act,"A bill to amend the Federal Land Policy and Management Act of 1976 to improve the management of grazing permits and leases, and for other purposes.",https://legiscan.com/US/bill/SB211/2025,Read twice and referred to the Committee on Energy and Natural Resources. (text: CR S336-337)
US-SB212,US,SB212,Introduced,2025-01-23,POLICE Act of 2025 Protect Our Law enforcement with Immigration Control and Enforcement Act of 2025,"A bill to make the assault of a law enforcement officer a deportable offense, and for other purposes.",https://legiscan.com/US/bill/SB212/2025,Read twice and referred to the Committee on the Judiciary.
US-SB213,US,SB213,Introduced,2025-01-23,Main Street Tax Certainty Act,A bill to amend the Internal Revenue Code of 1986 to make permanent the deduction for qualified business income.,https://legiscan.com/US/bill/SB213/2025,Read twice and referred to the Committee on Finance.
US-SB214,US,SB214,Introduced,2025-01-23,MEDAL Act of 2025 Monetary Enhancement for Distinguished Active Legends Act of 2025,"A bill to amend title 38, United States Code, to increase the rate of the special pension payable to Medal of Honor recipients, and for other purposes.",https://legiscan.com/US/bill/SB214/2025,Read twice and referred to the Committee on Veterans' Affairs.
US-SB215,US,SB215,Introduced,2025-01-23,"Maintaining Academy Culture and Assuring Retention of Tradition, Honor, and Unity of the Republic Act (MACARTHUR) Act","A bill to amend the mission statement of the United States Military Academy to include the phrase ""Duty, Honor, Country"".",https://legiscan.com/US/bill/SB215/2025,Read twice and referred to the Committee on Armed Services.
US-SB216,US,SB216,Introduced,2025-01-23,Save Our Seas 2.0 Amendments Act,"A bill to amend the Save Our Seas 2.0 Act to improve the administration of the Marine Debris Foundation, to amend the Marine Debris Act to improve the administration of the Marine Debris Program of the National Oceanic and Atmospheric Administration, and for other purposes.",https://legiscan.com/US/bill/SB216/2025,"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably."
US-SB217,US,SB217,Introduced,2025-01-23,"Apex Project, Nevada Land Transfer and Authorization Act Amendments Act","A bill to amend the Apex Project, Nevada Land Transfer and Authorization Act of 1989 to include the city of North Las Vegas, Nevada, and the Apex Industrial Park Owners Association, and for other purposes.",https://legiscan.com/US/bill/SB217/2025,Read twice and referred to the Committee on Energy and Natural Resources.
US-SB218,US,SB218,Introduced,2025-01-23,"A bill to designate the area between the intersections of 16th Street, Northwest and Fuller Street, Northwest and 16th Street, Northwest and Euclid Street, Northwest in Washington, District of Columbia, as ""Oswaldo Paya Way"".","A bill to designate the area between the intersections of 16th Street, Northwest and Fuller Street, Northwest and 16th Street, Northwest and Euclid Street, Northwest in Washington, District of Columbia, as ""Oswaldo Paya Way"".",https://legiscan.com/US/bill/SB218/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB219,US,SB219,Introduced,2025-01-23,Veterans Health Care Freedom Act,A bill to direct the Secretary of Veterans Affairs to carry out a pilot program to improve the ability of veterans to access medical care in medical facilities of the Department of Veterans Affairs and in the community by providing veterans the ability to choose health care providers.,https://legiscan.com/US/bill/SB219/2025,Read twice and referred to the Committee on Veterans' Affairs.
US-SB220,US,SB220,Introduced,2025-01-23,Ending Presidential Overreach on Public Lands Act,A bill to reserve to Congress the authority to establish or extend a national monument.,https://legiscan.com/US/bill/SB220/2025,Read twice and referred to the Committee on Energy and Natural Resources.
US-SB221,US,SB221,Introduced,2025-01-23,Extending Limits of United States Customs Waters Act of 2025,"A bill to extend the customs waters of the United States from 12 nautical miles to 24 nautical miles from the baselines of the United States, consistent with Presidential Proclamation 7219.",https://legiscan.com/US/bill/SB221/2025,Read twice and referred to the Committee on Finance.
US-SB222,US,SB222,Introduced,2025-01-23,Whole Milk for Healthy Kids Act of 2025,"A bill to amend the Richard B. Russell National School Lunch Act to allow schools that participate in the school lunch program to serve whole milk, and for other purposes.",https://legiscan.com/US/bill/SB222/2025,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
US-SB223,US,SB223,Introduced,2025-01-23,Restoring the First Amendment and Right to Peaceful Civil Disobedience Act of 2025,"A bill to amend title 18, United States Code, to repeal prohibitions relating to freedom of access to clinic entrances, and for other purposes.",https://legiscan.com/US/bill/SB223/2025,Read twice and referred to the Committee on the Judiciary.
US-SB224,US,SB224,Introduced,2025-01-23,Promoting Domestic Energy Production Act,A bill to amend the Internal Revenue Code of 1986 to allow intangible drilling and development costs to be taken into account when computing adjusted financial statement income.,https://legiscan.com/US/bill/SB224/2025,Read twice and referred to the Committee on Finance.
US-SB225,US,SB225,Introduced,2025-01-23,End Unaccountable Amnesty Act,"A bill to amend the Immigration and Nationality Act to reform temporary protected status, and for other purposes.",https://legiscan.com/US/bill/SB225/2025,Read twice and referred to the Committee on the Judiciary.
US-SB226,US,SB226,Introduced,2025-01-23,No Tax Dollars for Terrorists Act,"A bill to require a strategy to oppose financial or material support by foreign countries and nongovernmental organizations to the Taliban, and for other purposes.",https://legiscan.com/US/bill/SB226/2025,Read twice and referred to the Committee on Foreign Relations.
US-SB227,US,SB227,Introduced,2025-01-23,PEACE Act of 2025 Protect Equality And Civics Education Act of 2025,"A bill to prohibit the use of certain American History and Civics Education program funds for curriculum, or teaching or counseling, that promotes or compels a divisive concept under the priorities noticed in the proposed rule submitted by the Department of Education relating to Proposed Priorities-American History and Civics Education.",https://legiscan.com/US/bill/SB227/2025,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
US-SB228,US,SB228,Introduced,2025-01-23,Acequia Communities Empowered by Qualifying Upgrades for Infrastructure Act,"A bill to amend the Federal Agriculture Improvement and Reform Act of 1996 to ensure that producers who rely on acequia systems have access to drought protections, and for other purposes.",https://legiscan.com/US/bill/SB228/2025,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
US-SB229,US,SB229,Introduced,2025-01-23,DTC Act of 2025 Drug-price Transparency for Consumers Act of 2025,A bill to amend title XI of the Social Security Act to require that direct-to-consumer advertisements for prescription drugs and biological products include an appropriate disclosure of pricing information.,https://legiscan.com/US/bill/SB229/2025,Read twice and referred to the Committee on Finance. (text: CR S337-338; Sponsor introductory remarks on measure: CR S337)
US-SB230,US,SB230,Introduced,2025-01-23,Unborn Child Support Act,"A bill to amend part D of title IV of the Social Security Act to ensure that child support for unborn children is collected and distributed under the child support enforcement program, and for other purposes.",https://legiscan.com/US/bill/SB230/2025,Read twice and referred to the Committee on Finance.
US-SB231,US,SB231,Introduced,2025-01-23,WEATHER Act of 2025 Withstanding Extreme Agricultural Threats by Harvesting Economic Resilience Act of 2025,"A bill to amend the Federal Crop Insurance Act to authorize the Federal Crop Insurance Corporation to carry out research and development on a single index insurance policy, and for other purposes.",https://legiscan.com/US/bill/SB231/2025,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
US-SB232,US,SB232,Introduced,2025-01-23,Preventing Algorithmic Collusion Act of 2025,"A bill to prevent anticompetitive conduct through the use of pricing algorithms by prohibiting the use of pricing algorithms that can facilitate collusion through the use of nonpublic competitor data, creating an antitrust law enforcement tool, increasing transparency, and enforcing violations through the Sherman Act and Federal Trade Commission Act, and for other purposes.",https://legiscan.com/US/bill/SB232/2025,Read twice and referred to the Committee on the Judiciary.
US-SB233,US,SB233,Introduced,2025-01-23,Restoring Confidence in the World Anti-Doping Agency Act of 2025,"A bill to amend the Office of National Drug Control Policy Reauthorization Act of 2006 to modify the authority of the Office of National Drug Control Policy with respect to the World Anti-Doping Agency, and for other purposes.",https://legiscan.com/US/bill/SB233/2025,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
US-SB234,US,SB234,Introduced,2025-01-23,Prosecutors Need to Prosecute Act of 2025,"A bill to amend the Omnibus Crime Control and Safe Streets Act of 1968 to direct certain prosecutor's offices to annually report to the Attorney General, and for other purposes.",https://legiscan.com/US/bill/SB234/2025,Read twice and referred to the Committee on the Judiciary.
US-SB235,US,SB235,Introduced,2025-01-23,Apprenticeship Pathways Act of 2025,A bill to direct the Secretary of Labor to enter into contracts with industry intermediaries for purposes of promoting the development of and access to apprenticeships and related pre-apprenticeships for secondary school students.,https://legiscan.com/US/bill/SB235/2025,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
US-SB236,US,SB236,Introduced,2025-01-23,"A bill to amend the Act of August 9, 1955 (commonly known as the ""Long-Term Leasing Act""), to authorize leases of up to 99 years for land in the Mashpee Wampanoag Tribe Reservation and land held in trust for the Wampanoag Tribe of Gay Head (Aquinnah), and for other purposes.","A bill to amend the Act of August 9, 1955 (commonly known as the ""Long-Term Leasing Act""), to authorize leases of up to 99 years for land in the Mashpee Wampanoag Tribe Reservation and land held in trust for the Wampanoag Tribe of Gay Head (Aquinnah), and for other purposes.",https://legiscan.com/US/bill/SB236/2025,Read twice and referred to the Committee on Indian Affairs.
US-SB237,US,SB237,Introduced,2025-01-23,Honoring Our Fallen Heroes Act of 2025,"A bill to amend the Omnibus Crime Control and Safe Streets Act of 1968 to provide public safety officer benefits for exposure-related cancers, and for other purposes.",https://legiscan.com/US/bill/SB237/2025,Read twice and referred to the Committee on the Judiciary.
US-SB238,US,SB238,Introduced,2025-01-23,FREE Act Full Responsibility and Expedited Enforcement Act,"A bill to require each agency to evaluate the permitting system of the agency, to consider whether permitting by rule could replace that system, and for other purposes.",https://legiscan.com/US/bill/SB238/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB239,US,SB239,Introduced,2025-01-24,Crow Revenue Act,"A bill to take certain mineral interests into trust for the benefit of the Crow Tribe of Montana, and for other purposes.",https://legiscan.com/US/bill/SB239/2025,Read twice and referred to the Committee on Indian Affairs.
US-SB240,US,SB240,Introduced,2025-01-24,Crow Tribe Water Rights Settlement Amendments Act of 2025,"A bill to amend the Crow Tribe Water Rights Settlement Act of 2010 to make improvements to that Act, and for other purposes.",https://legiscan.com/US/bill/SB240/2025,Read twice and referred to the Committee on Indian Affairs.
US-SB241,US,SB241,Introduced,2025-01-24,Northern Montana Water Security Act of 2025 Fort Belknap Indian Community Water Rights Settlement Act of 2025,"A bill to provide for the settlement of the water rights claims of the Fort Belknap Indian Community, and for other purposes.",https://legiscan.com/US/bill/SB241/2025,Read twice and referred to the Committee on Indian Affairs.
US-SB242,US,SB242,Introduced,2025-01-24,Dignity for Aborted Children Act,"A bill to protect the dignity of fetal remains, and for other purposes.",https://legiscan.com/US/bill/SB242/2025,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
US-SB243,US,SB243,Introduced,2025-01-24,Radiation Exposure Compensation Reauthorization Act Radiation Exposure Compensation Act Amendments of 2025 Radiation Exposure Compensation Expansion Act,"A bill to extend the period for filing claims under the Radiation Exposure Compensation Act and to provide for compensation under such Act for claims relating to Manhattan Project waste, and to improve compensation for workers involved in uranium mining.",https://legiscan.com/US/bill/SB243/2025,Read twice and referred to the Committee on the Judiciary.
US-SB244,US,SB244,Introduced,2025-01-24,ROUTERS Act Removing Our Unsecure Technologies to Ensure Reliability and Security Act,"A bill to direct the Secretary of Commerce, acting through the Assistant Secretary of Commerce for Communications and Information, to conduct a study of the national security risks posed by consumer routers, modems, and devices that combine a modem and router, and for other purposes.",https://legiscan.com/US/bill/SB244/2025,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
US-SB245,US,SB245,Introduced,2025-01-24,Insure Cybersecurity Act of 2025,"A bill to require the Assistant Secretary of Commerce for Communications and Information to establish a working group on cyber insurance, to require dissemination of informative resources for issuers and customers of cyber insurance, and for other purposes.",https://legiscan.com/US/bill/SB245/2025,"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably."
US-SB246,US,SB246,Introduced,2025-01-24,Interstate Transport Act of 2025,"A bill to protect the right of law-abiding citizens to transport knives interstate, notwithstanding a patchwork of local and State prohibitions.",https://legiscan.com/US/bill/SB246/2025,"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably."
US-SB247,US,SB247,Introduced,2025-01-24,Choices for Increased Mobility Act of 2025,A bill to amend title XVIII of the Social Security Act to clarify payment rules for manual wheelchairs under part B of the Medicare program.,https://legiscan.com/US/bill/SB247/2025,Read twice and referred to the Committee on Finance.
US-SB248,US,SB248,Introduced,2025-01-24,Sustainable Cardiopulmonary Rehabilitation Services in the Home Act,"A bill to amend title XVIII of the Social Security Act to permanently extend certain in-home cardiopulmonary rehabilitation flexibilities established in response to COVID-19, and for other purposes.",https://legiscan.com/US/bill/SB248/2025,Read twice and referred to the Committee on Finance.
US-SB249,US,SB249,Introduced,2025-01-24,Access to Pediatric Technologies Act of 2025,A bill to amend title XVIII of the Social Security Act to facilitate patient access to certain pediatric technologies.,https://legiscan.com/US/bill/SB249/2025,Read twice and referred to the Committee on Finance.
US-SB250,US,SB250,Introduced,2025-01-24,Protecting Life in Foreign Assistance Act,A bill to restrict the availability of Federal funds to organizations associated with the abortion industry.,https://legiscan.com/US/bill/SB250/2025,Read twice and referred to the Committee on Foreign Relations.
US-SB251,US,SB251,Introduced,2025-01-24,Protecting Life in Health Savings Accounts Act,A bill to amend the Internal Revenue Code of 1986 to prohibit treatment of certain distributions and reimbursements for certain abortions as qualified medical expenses.,https://legiscan.com/US/bill/SB251/2025,Read twice and referred to the Committee on Finance.
US-SB252,US,SB252,Introduced,2025-01-24,GOOD Act Guidance Out Of Darkness Act,A bill to increase access to agency guidance documents.,https://legiscan.com/US/bill/SB252/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB253,US,SB253,Introduced,2025-01-24,Abortion Is Not Health Care Act of 2025,A bill to amend the Internal Revenue Code of 1986 to provide that amounts paid for an abortion are not taken into account for purposes of the deduction for medical expenses.,https://legiscan.com/US/bill/SB253/2025,Read twice and referred to the Committee on Finance.
US-SB254,US,SB254,Introduced,2025-01-24,ARTIST Act Alaska’s Right To Ivory Sales and Tradition Act,"A bill to amend the Marine Mammal Protection Act of 1972 to protect the cultural practices and livelihoods of producers of Alaska Native handicrafts and marine mammal ivory products, and for other purposes.",https://legiscan.com/US/bill/SB254/2025,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
US-SB255,US,SB255,Introduced,2025-01-24,Archie Cavanaugh Migratory Bird Treaty Amendment Act,"A bill to amend the Migratory Bird Treaty Act to clarify the treatment of authentic Alaska Native articles of handicraft containing nonedible migratory bird parts, and for other purposes.",https://legiscan.com/US/bill/SB255/2025,Read twice and referred to the Committee on Environment and Public Works.
US-SB256,US,SB256,Introduced,2025-01-25,Pardon Transparency and Accountability Act of 2025,"A bill to require the President to publish a statement of reasons for pardons, and for other purposes.",https://legiscan.com/US/bill/SB256/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB257,US,SB257,Introduced,2025-01-27,Promoting Resilient Supply Chains Act of 2025,"A bill to improve the resilience of critical supply chains, and for other purposes.",https://legiscan.com/US/bill/SB257/2025,"Committee on Banking, Housing, and Urban Affairs. Hearings held."
US-SB258,US,SB258,Introduced,2025-01-27,TORNADO Act Tornado Observations Research and Notification Assessment for Development of Operations Act,"A bill to improve forecasting and understanding of tornadoes and other hazardous weather, and for other purposes.",https://legiscan.com/US/bill/SB258/2025,"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment favorably."
US-SB259,US,SB259,Introduced,2025-01-27,Foreign Adversary Communications Transparency Act,"A bill to direct the Federal Communications Commission to publish a list of entities that hold authorizations, licenses, or other grants of authority issued by the Commission and that have certain foreign ownership, and for other purposes.",https://legiscan.com/US/bill/SB259/2025,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
US-SB260,US,SB260,Introduced,2025-01-27,Bottles and Breastfeeding Equipment Screening Enhancement Act,"A bill to amend the Bottles and Breastfeeding Equipment Screening Act to require hygienic handling of breast milk and baby formula by security screening personnel of the Transportation Security Administration and personnel of private security companies providing security screening, and for other purposes.",https://legiscan.com/US/bill/SB260/2025,"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably."
US-SB261,US,SB261,Introduced,2025-01-27,Halt All United States Investments in Venezuela’s Energy Sector Act of 2025,"A bill to immediately halt investment by United States persons in the energy sector of Venezuela until the legitimate results of the July 28, 2024, election are respected.",https://legiscan.com/US/bill/SB261/2025,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (Sponsor introductory remarks on measure: CR S396; text: CR S396-397)"
US-SB262,US,SB262,Introduced,2025-01-27,Master Sergeant Roddie Edmonds Congressional Gold Medal Act,"A bill to award a Congressional Gold Medal to Master Sergeant Roderick ""Roddie"" Edmonds in recognition of his heroic actions during World War II.",https://legiscan.com/US/bill/SB262/2025,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
US-SB263,US,SB263,Introduced,2025-01-27,FAIR Act of 2025 Fifth Amendment Integrity Restoration Act of 2025,"A bill to restore the integrity of the Fifth Amendment to the Constitution of the United States, and for other purposes.",https://legiscan.com/US/bill/SB263/2025,Read twice and referred to the Committee on the Judiciary.
US-SB264,US,SB264,Introduced,2025-01-28,Improving Veterans’ Experience Act of 2025,"A bill to amend title 38, United States Code, to establish the Veterans Experience Office, and for other purposes.",https://legiscan.com/US/bill/SB264/2025,Read twice and referred to the Committee on Veterans' Affairs.
US-SB265,US,SB265,Introduced,2025-01-28,Freedom from Government Surveys Act,A bill to provide that participation in the American Community Survey is voluntary.,https://legiscan.com/US/bill/SB265/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB266,US,SB266,Introduced,2025-01-28,Dr. Lorna Breen Health Care Provider Protection Reauthorization Act,"A bill to reauthorize the Dr. Lorna Breen Health Care Provider Protection Act, and for other purposes.",https://legiscan.com/US/bill/SB266/2025,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
US-SB267,US,SB267,Introduced,2025-01-28,Restoring Access to Mountain Homes Act,"A bill to make certain repairs, replacements, and restorations of private roads and bridges eligible for reimbursement under the Robert T. Stafford Disaster Relief and Emergency Assistance Act, and for other purposes.",https://legiscan.com/US/bill/SB267/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB268,US,SB268,Introduced,2025-01-28,Saving American Workers’ Benefits Act of 2025,"A bill to amend the Internal Revenue Code of 1986 to require taxpayers claiming the child and earned income tax credits, and their qualifying children, to have a valid social security number for employment purposes.",https://legiscan.com/US/bill/SB268/2025,Read twice and referred to the Committee on Finance.
US-SB269,US,SB269,Introduced,2025-01-28,Ending Improper Payments to Deceased People Act,A bill to improve coordination between Federal and State agencies and the Do Not Pay working system.,https://legiscan.com/US/bill/SB269/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB270,US,SB270,Introduced,2025-01-28,"A bill to establish a Commission on Federal Natural Disaster Resilience and Recovery to examine and recommend reforms to improve the efficiency and effectiveness of the Federal Government's approach to natural disaster resilience and recovery, and for other purposes.","A bill to establish a Commission on Federal Natural Disaster Resilience and Recovery to examine and recommend reforms to improve the efficiency and effectiveness of the Federal Government's approach to natural disaster resilience and recovery, and for other purposes.",https://legiscan.com/US/bill/SB270/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB271,US,SB271,Introduced,2025-01-28,"A bill to amend the Immigration and Nationality Act to increase penalties for individuals who illegally reenter the United States after being removed, and for other purposes.","A bill to amend the Immigration and Nationality Act to increase penalties for individuals who illegally reenter the United States after being removed, and for other purposes.",https://legiscan.com/US/bill/SB271/2025,Read twice and referred to the Committee on the Judiciary.
US-SB272,US,SB272,Introduced,2025-01-28,"A bill to improve the safety of infant formula through testing of infant formula for microorganisms and toxic elements, and for other purposes.","A bill to improve the safety of infant formula through testing of infant formula for microorganisms and toxic elements, and for other purposes.",https://legiscan.com/US/bill/SB272/2025,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
US-SB273,US,SB273,Introduced,2025-01-28,Small Business Child Care Investment Act,"A bill to allow nonprofit child care providers to participate in certain loan programs of the Small Business Administration, and for other purposes.",https://legiscan.com/US/bill/SB273/2025,Placed on Senate Legislative Calendar under General Orders. Calendar No. 9.
US-SB274,US,SB274,Introduced,2025-01-28,Next of Kin Collections Protection Act of 2025,"A bill to amend title 38, United States Code, to make certain improvements to laws relating to the payment of certain benefits administered by the Secretary of Veterans Affairs that are affected by death, and for other purposes.",https://legiscan.com/US/bill/SB274/2025,Read twice and referred to the Committee on Veterans' Affairs.
US-SB275,US,SB275,Introduced,2025-01-28,"A bill to improve the provision of care and services under the Veterans Community Care Program of the Department of Veterans Affairs, and for other purposes.","A bill to improve the provision of care and services under the Veterans Community Care Program of the Department of Veterans Affairs, and for other purposes.",https://legiscan.com/US/bill/SB275/2025,Read twice and referred to the Committee on Veterans' Affairs.
US-SB276,US,SB276,Introduced,2025-01-28,"A bill to amend the Internal Revenue Code of 1986 to expand and improve health savings accounts, and for other purposes.","A bill to amend the Internal Revenue Code of 1986 to expand and improve health savings accounts, and for other purposes.",https://legiscan.com/US/bill/SB276/2025,Read twice and referred to the Committee on Finance.
US-SB277,US,SB277,Introduced,2025-01-28,"A bill to release a Federal reversionary interest and convey mineral interests in Chester County, Tennessee, and for other purposes.","A bill to release a Federal reversionary interest and convey mineral interests in Chester County, Tennessee, and for other purposes.",https://legiscan.com/US/bill/SB277/2025,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
US-SB278,US,SB278,Introduced,2025-01-28,Kids Off Social Media Act Eyes on the Board Act of 2025,"A bill to prohibit users who are under age 13 from accessing social media platforms, to prohibit the use of personalized recommendation systems on individuals under age 17, and limit the use of social media in schools.",https://legiscan.com/US/bill/SB278/2025,"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably."
US-SB279,US,SB279,Introduced,2025-01-28,Tim’s Act Tim Hart Wildland Firefighter Classification and Pay Parity Act,"A bill to reform and enhance the pay and benefits of Federal wildland firefighters, and for other purposes.",https://legiscan.com/US/bill/SB279/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB280,US,SB280,Introduced,2025-01-28,"Global Health, Empowerment and Rights Act",A bill to prohibit the application of certain restrictive eligibility requirements to foreign nongovernmental organizations with respect to the provision of assistance under part I of the Foreign Assistance Act of 1961.,https://legiscan.com/US/bill/SB280/2025,Read twice and referred to the Committee on Foreign Relations.
US-SB281,US,SB281,Introduced,2025-01-28,TICKET Act Transparency In Charges for Key Events Ticketing Act,"A bill to require sellers of event tickets to disclose comprehensive information to consumers about ticket prices and related fees, to prohibit speculative ticketing, and for other purposes.",https://legiscan.com/US/bill/SB281/2025,"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment favorably."
US-SB282,US,SB282,Introduced,2025-01-28,Katahdin Woods and Waters National Monument Access Act,"A bill to provide greater regional access to the Katahdin Woods and Waters National Monument in the State of Maine, and for other purposes.",https://legiscan.com/US/bill/SB282/2025,Read twice and referred to the Committee on Energy and Natural Resources.
US-SB283,US,SB283,Introduced,2025-01-28,Illegal Red Snapper and Tuna Enforcement Act,"A bill to require the Under Secretary of Commerce for Standards and Technology and the Administrator of National Oceanic and Atmospheric Administration to develop a standard methodology for identifying the country of origin of seafood to support enforcement against illegal, unreported, and unregulated fishing, and for other purposes.",https://legiscan.com/US/bill/SB283/2025,"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably."
US-SB284,US,SB284,Introduced,2025-01-28,Congressional Award Program Reauthorization Act,A bill to reauthorize the Congressional Award Act.,https://legiscan.com/US/bill/SB284/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB285,US,SB285,Introduced,2025-01-28,Fairness for Crime Victims Act of 2025,A bill to curtail the use of changes in mandatory programs affecting the Crime Victims Fund to inflate spending.,https://legiscan.com/US/bill/SB285/2025,Read twice and referred to the Committee on the Budget.
US-SB286,US,SB286,Introduced,2025-01-28,"A bill to establish vetting standards for the placement of unaccompanied alien children with sponsors, and for other purposes.","A bill to establish vetting standards for the placement of unaccompanied alien children with sponsors, and for other purposes.",https://legiscan.com/US/bill/SB286/2025,Read twice and referred to the Committee on the Judiciary.
US-SB287,US,SB287,Introduced,2025-01-28,Marcella LeBeau Recognition Act,"A bill to designate the Federal building located at 225 South Pierre Street in Pierre, South Dakota, as the ""Marcella LeBeau Federal Building,"" and for other purposes.",https://legiscan.com/US/bill/SB287/2025,Read twice and referred to the Committee on Environment and Public Works.
US-SB288,US,SB288,Introduced,2025-01-29,"A bill to support and promote human rights of Southern Mongolians in the People's Republic of China, and for other purposes.","A bill to support and promote human rights of Southern Mongolians in the People's Republic of China, and for other purposes.",https://legiscan.com/US/bill/SB288/2025,Read twice and referred to the Committee on Foreign Relations.
US-SB289,US,SB289,Introduced,2025-01-29,Youth Poisoning Protection Act,"A bill to ban the sale of products with a high concentration of sodium nitrate to individuals, and for other purposes.",https://legiscan.com/US/bill/SB289/2025,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
US-SB290,US,SB290,Introduced,2025-01-29,"A bill to direct the Secretary of the Interior to upgrade existing emergency communications centers in units of the National Park System to Next Generation 9-1-1 systems, and for other purposes.","A bill to direct the Secretary of the Interior to upgrade existing emergency communications centers in units of the National Park System to Next Generation 9-1-1 systems, and for other purposes.",https://legiscan.com/US/bill/SB290/2025,Read twice and referred to the Committee on Energy and Natural Resources. (text: CR S481-482)
US-SB291,US,SB291,Introduced,2025-01-29,"A bill to establish an interest-bearing account for the non-Federal contributions to the Lower Colorado River Multi-Species Conservation Program, and for other purposes.","A bill to establish an interest-bearing account for the non-Federal contributions to the Lower Colorado River Multi-Species Conservation Program, and for other purposes.",https://legiscan.com/US/bill/SB291/2025,Read twice and referred to the Committee on Energy and Natural Resources. (Sponsor introductory remarks on measure: CR S482)
US-SB292,US,SB292,Introduced,2025-01-29,Educational Choice for Children Act of 2025,A bill to amend the Internal Revenue Code of 1986 to allow a credit against tax for charitable donations to nonprofit organizations providing education scholarships to qualified elementary and secondary students.,https://legiscan.com/US/bill/SB292/2025,Read twice and referred to the Committee on Finance.
US-SB293,US,SB293,Introduced,2025-01-29,"A bill to appropriate $25,000,000,000 for the construction of a border wall between the United States and Mexico, and for other purposes.","A bill to appropriate $25,000,000,000 for the construction of a border wall between the United States and Mexico, and for other purposes.",https://legiscan.com/US/bill/SB293/2025,Read twice and referred to the Committee on Finance.
US-SB294,US,SB294,Introduced,2025-01-29,A bill to require origin and location disclosure for new products of Foreign origin offered for sale on the internet.,A bill to require origin and location disclosure for new products of Foreign origin offered for sale on the internet.,https://legiscan.com/US/bill/SB294/2025,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
US-SB295,US,SB295,Introduced,2025-01-29,"A bill to reduce the size of the Federal workforce through attrition, and for other purposes.","A bill to reduce the size of the Federal workforce through attrition, and for other purposes.",https://legiscan.com/US/bill/SB295/2025,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
US-SB296,US,SB296,Introduced,2025-01-29,Finish the Arkansas Valley Conduit Act,A bill to make certain modifications to the repayment for the Arkansas Valley Conduit in the State of Colorado.,https://legiscan.com/US/bill/SB296/2025,Read twice and referred to the Committee on Energy and Natural Resources.
